"Pokémon","Objeto","Habilidad","Teratipo","Mov1","Mov2","Mov3","Mov4","Torneo","Nombre","cluster"
"Incineroar","Sitrus Berry","Intimidate","Grass","Flare Blitz","Knock Off","Parting Shot","Fake Out","regional-liverpool","Simon Schlütter","Roaring SetUp"
"Flutter Mane","Fairy Feather","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Protect","regional-liverpool","Simon Schlütter","Roaring SetUp"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","U-turn","Aqua Jet","regional-liverpool","Simon Schlütter","Roaring SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Simone Caletti","Roaring SetUp"
"Raging Bolt","Assault Vest","Protosynthesis","Electric","Thunderbolt","Snarl","Thunderclap","Draco Meteor","regional-dortmund","Simone Caletti","Roaring SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Spore","Rage Powder","Protect","Pollen Puff","regional-dortmund","Simone Caletti","Roaring SetUp"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Knock Off","Acrobatics","Protect","Dragon Dance","regional-dortmund","Simone Caletti","Roaring SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Shadow Ball","Moonblast","Perish Song","regional-dortmund","Simone Caletti","Roaring SetUp"
"Incineroar","Safety Goggles","Intimidate","Ghost","Parting Shot","Flare Blitz","Fake Out","Will-O-Wisp","regional-dortmund","Simone Caletti","Roaring SetUp"
"Raging Bolt","Assault Vest","Protosynthesis","Electric","Draco Meteor","Thunderclap","Snarl","Thunderbolt","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Spiky Shield","Follow Me","Horn Leech","Ivy Cudgel","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Protect","Dragon Dance","Knock Off","Acrobatics","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Moonblast","Shadow Ball","Icy Wind","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Incineroar","Figy Berry","Intimidate","Grass","Parting Shot","Fake Out","Knock Off","Flare Blitz","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Protect","Rage Powder","Spore","Pollen Puff","regional-melbourne","Vivek Arunagiri","Roaring SetUp"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Acrobatics","Knock Off","Dragon Dance","Protect","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","Thunderbolt","Draco Meteor","Thunderclap","Snarl","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Shadow Ball","Perish Song","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Incineroar","Safety Goggles","Intimidate","Ghost","Fake Out","Parting Shot","Taunt","Flare Blitz","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Pollen Puff","Spore","Rage Powder","Protect","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","clumsyyuki","Roaring SetUp"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Protect","Rage Powder","Spore","Pollen Puff","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Incineroar","Safety Goggles","Intimidate","Ghost","Parting Shot","Fake Out","Flare Blitz","Will-O-Wisp","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Acrobatics","Knock Off","Dragon Dance","Protect","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Dazzling Gleam","Moonblast","Shadow Ball","Perish Song","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Spiky Shield","Ivy Cudgel","Horn Leech","Follow Me","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Raging Bolt","Assault Vest","Protosynthesis","Electric","Thunderbolt","Snarl","Thunderclap","Draco Meteor","Pokémon Day Week x SpearPillar Saturday Showdown","marcofiero","Roaring SetUp"
"Iron Bundle","Focus Sash","Quark Drive","Ghost","Hydro Pump","Freeze-Dry","Icy Wind","Protect","regional-liverpool","Daniele Seghizzi","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Grass","Draco Meteor","Thunderbolt","Thunderclap","Snarl","regional-liverpool","Daniele Seghizzi","SUS Control"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Perish Song","regional-liverpool","Daniele Seghizzi","SUS Control"
"Incineroar","Sitrus Berry","Intimidate","Grass","Flare Blitz","Knock Off","Parting Shot","Fake Out","regional-liverpool","Daniele Seghizzi","SUS Control"
"Amoonguss","Rocky Helmet","Regenerator","Water","Pollen Puff","Spore","Rage Powder","Protect","regional-liverpool","Daniele Seghizzi","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","regional-liverpool","Daniele Seghizzi","SUS Control"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","Protect","Dragon Pulse","Thunderclap","Calm Mind","regional-knoxville","Eric Stuart","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Dark","Protect","Spore","Pollen Puff","Rage Powder","regional-knoxville","Eric Stuart","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","Aqua Jet","U-turn","regional-knoxville","Eric Stuart","SUS Control"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Taunt","regional-knoxville","Eric Stuart","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Substitute","Protect","Sludge Bomb","regional-knoxville","Eric Stuart","SUS Control"
"Incineroar","Assault Vest","Intimidate","Water","Flare Blitz","Fake Out","Snarl","U-turn","regional-knoxville","Eric Stuart","SUS Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Sucker Punch","Close Combat","Protect","regional-dortmund","Fabian Kuhl","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Thunderclap","Dragon Pulse","Snarl","regional-dortmund","Fabian Kuhl","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Shadow Ball","Protect","regional-dortmund","Fabian Kuhl","SUS Control"
"Amoonguss","Rocky Helmet","Regenerator","Fairy","Protect","Spore","Rage Powder","Pollen Puff","regional-dortmund","Fabian Kuhl","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Fire","Flare Blitz","Taunt","Parting Shot","Fake Out","regional-dortmund","Fabian Kuhl","SUS Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Spiky Shield","Follow Me","regional-dortmund","Fabian Kuhl","SUS Control"
"Volcarona","Leftovers","Flame Body","Fairy","Heat Wave","Tera Blast","Quiver Dance","Protect","special-utrecht","Giulio Tarlao","SUS Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","special-utrecht","Giulio Tarlao","SUS Control"
"Amoonguss","Rocky Helmet","Regenerator","Water","Spore","Protect","Rage Powder","Pollen Puff","special-utrecht","Giulio Tarlao","SUS Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Fake Out","Parting Shot","Will-O-Wisp","Knock Off","special-utrecht","Giulio Tarlao","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Snarl","Draco Meteor","Thunderclap","special-utrecht","Giulio Tarlao","SUS Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Close Combat","Wicked Blow","Sucker Punch","Protect","special-utrecht","Giulio Tarlao","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Fire","Spore","Rage Powder","Pollen Puff","Protect","regional-knoxville","Norah Bowman","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Poison","Flare Blitz","Knock Off","Fake Out","Parting Shot","regional-knoxville","Norah Bowman","SUS Control"
"Farigiraf","Throat Spray","Armor Tail","Fairy","Hyper Voice","Psychic","Trick Room","Protect","regional-knoxville","Norah Bowman","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderbolt","Draco Meteor","Thunderclap","Snarl","regional-knoxville","Norah Bowman","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Sludge Bomb","Substitute","Protect","regional-knoxville","Norah Bowman","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","Aqua Jet","U-turn","regional-knoxville","Norah Bowman","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Icy Wind","Taunt","Protect","regional-charlotte","Shiliang Tang","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Spore","Pollen Puff","Rage Powder","Protect","regional-charlotte","Shiliang Tang","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Sludge Bomb","Substitute","Earth Power","Protect","regional-charlotte","Shiliang Tang","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Dragon Pulse","Electroweb","Snarl","regional-charlotte","Shiliang Tang","SUS Control"
"Incineroar","Rocky Helmet","Intimidate","Grass","Knock Off","Flare Blitz","Fake Out","Parting Shot","regional-charlotte","Shiliang Tang","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Surging Strikes","U-turn","Aqua Jet","Close Combat","regional-charlotte","Shiliang Tang","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Dragon Pulse","Electroweb","Snarl","Thunderclap","regional-charlotte","Yichun Wu","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Protect","Moonblast","Icy Wind","Taunt","regional-charlotte","Yichun Wu","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Protect","Substitute","Sludge Bomb","Earth Power","regional-charlotte","Yichun Wu","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","U-turn","Surging Strikes","Close Combat","Aqua Jet","regional-charlotte","Yichun Wu","SUS Control"
"Incineroar","Rocky Helmet","Intimidate","Grass","Flare Blitz","Fake Out","Parting Shot","Knock Off","regional-charlotte","Yichun Wu","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Protect","Spore","Pollen Puff","Rage Powder","regional-charlotte","Yichun Wu","SUS Control"
"Tornadus","Covert Cloak","Prankster","Steel","Taunt","Bleakwind Storm","Tailwind","Protect","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Protect","Spore","Pollen Puff","Rage Powder","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Urshifu-Rapid-Strike","Focus Sash","Unseen Fist","Water","Detect","Close Combat","Surging Strikes","Aqua Jet","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderbolt","Thunderclap","Draco Meteor","Snarl","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Dragon","Fake Out","Parting Shot","Flare Blitz","Knock Off","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Grass","Protect","Moonblast","Icy Wind","Shadow Ball","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","fsucia","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Protect","Rage Powder","Spore","Sludge Bomb","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Ghost","Parting Shot","Fake Out","Flare Blitz","Knock Off","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","U-turn","Close Combat","Aqua Jet","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Dazzling Gleam","Moonblast","Shadow Ball","Protect","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Draco Meteor","Thunderclap","Snarl","SpearPillar S/V Cart Tour #18","marcofiero","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Icy Wind","Taunt","Protect","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Steel","Surging Strikes","U-turn","Close Combat","Aqua Jet","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Rage Powder","Pollen Puff","Spore","Protect","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Incineroar","Rocky Helmet","Intimidate","Grass","Fake Out","Parting Shot","Flare Blitz","Knock Off","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Landorus","Life Orb","Sheer Force","Poison","Earth Power","Substitute","Sludge Bomb","Protect","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Thunderclap","Dragon Pulse","Snarl","Tommy D’Angelo II Tuesday Practice Tour","porygonpeo","SUS Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Urshifu","Dread Plate","Unseen Fist","Poison","Wicked Blow","Close Combat","Sucker Punch","Protect","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Protect","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Incineroar","Rocky Helmet","Intimidate","Grass","Flare Blitz","Taunt","Fake Out","Parting Shot","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Fairy","Sludge Bomb","Spore","Rage Powder","Protect","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Raging Bolt","Safety Goggles","Protosynthesis","Fairy","Thunderbolt","Dragon Pulse","Thunderclap","Protect","Pokémon Day Week x ★PKWorlds★","robbie","SUS Control"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","Ice Spinner","U-turn","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Electroweb","Draco Meteor","Snarl","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Ghost","Fake Out","Flare Blitz","Knock Off","Parting Shot","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Spore","Rage Powder","Pollen Puff","Sludge Bomb","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Gholdengo","Metal Coat","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","Pokemon Day Week x Nino FF #84","sempra","SUS Control"
"Landorus","Life Orb","Sheer Force","Steel","Protect","Substitute","Earth Power","Sludge Bomb","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","Icicle Crash","Sucker Punch","Sacred Sword","Protect","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Sludge Bomb","Pollen Puff","Spore","Rage Powder","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","Surging Strikes","Close Combat","U-turn","Ice Spinner","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Electroweb","Draco Meteor","Snarl","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Electroweb","Draco Meteor","Snarl","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Knock Off","Parting Shot","Fake Out","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Incineroar","Safety Goggles","Intimidate","Ghost","Flare Blitz","Knock Off","Parting Shot","Fake Out","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Grass","Surging Strikes","Close Combat","U-turn","Ice Spinner","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Amoonguss","Sitrus Berry","Regenerator","Water","Sludge Bomb","Pollen Puff","Spore","Rage Powder","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Protect","Nasty Plot","Make It Rain","Shadow Ball","Pokemon Day Week x Nino FF #85","susej","SUS Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Protect","Nasty Plot","Make It Rain","Shadow Ball","Pokemon day week x VGC trainer school tour!","susej","SUS Control"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","Ivy Cudgel","Grassy Glide","Wood Hammer","Follow Me","regional-charlotte","Brian Collins","SemiTR"
"Rillaboom","Clear Amulet","Grassy Surge","Fire","Wood Hammer","High Horsepower","Fake Out","Grassy Glide","regional-charlotte","Brian Collins","SemiTR"
"Urshifu","Choice Band","Unseen Fist","Grass","Wicked Blow","Close Combat","Sucker Punch","Iron Head","regional-charlotte","Brian Collins","SemiTR"
