Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Kayleigh Westerweele,NL,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Tornadus, Covert Cloak,Prankster,Flying,Tailwind,Rain Dance,Bleakwind Storm,Protect,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Protect,Joseph Martin ,Loss,Simone Di felici ,Loss,Juan Francisco Alcaraz Paterna ,Win,Alex Saltmarsh ,Win,Tim Votteler ,Loss,Jose Rider Lorenzo ,Win,Simon Van der Borght ,Loss,John Lawrence ,Loss,Roxanne Joniau ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/507,https://pokepast.es/4ab2320ab4aa43aa,3,6
special-utrecht,Oficial,Dominique Z.,DE,Iron Hands, Clear Amulet,Quark Drive,Fire,Fake Out,Heavy Slam,Close Combat,Wild Charge,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Earth Power,Hyper Voice,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me,Tornadus, Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Protect,Taunt,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Urshifu, Focus Sash,Unseen Fist,Stellar,Wicked Blow,Sucker Punch,Close Combat,Detect,Alessandro Lai ,Win,Thomas Wojcik ,Win,Leon Hudert ,Loss,Paul Hinta ,Loss,Jonas Nienhüser ,Loss,Kara van der Meulen ,Loss,Rafa Serrano ,Loss,Dennis Janssen ,Win,Mees van der Waal ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/427,https://pokepast.es/211b4b83de5a405e,3,6
special-utrecht,Oficial,Dezz Nytes,NL,Incineroar, Safety Goggles,Intimidate,Poison,Flare Blitz,Knock Off,Fake Out,Parting Shot,Amoonguss, Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Pelipper, Focus Sash,Drizzle,Flying,Hurricane,Tailwind,Protect,Wide Guard,Archaludon,Assault Vest,Stamina,Fairy,- Electro Shot,Draco Meteor,Flash Cannon,Body Press,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect,Christian Pontrelli ,Win,Emilio Dominguez ,Loss,José Manuel Fernández ,Win,Gonzalo Martínez ,Loss,Sander Tiggelman ,Win,Lennard Messerschmidt ,Loss,Femi Jordanovic ,Loss,Jip Snoek ,Loss,Miguel Soriano ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/253,https://pokepast.es/573c435625348070,3,6
special-utrecht,Oficial,Helmy BEN MESSAOUD,FR,Incineroar, Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Flare Blitz,Parting Shot,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,John Lawrence ,Win,Philipp Prieur ,Win,Francesco Ferrini ,Loss,Iker Rodrigo ,Loss,Peter Blokker ,Loss,Khaled Abusaada ,Loss,Quinten Sandberg ,Win,Soeren Schlichting ,Loss,Sten Schram ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/472,https://pokepast.es/29069e984889e373,3,6
special-utrecht,Oficial,Miguel Latorre,ES,Grimmsnarl, Light Clay,Prankster,Ghost,Light Screen,Thunder Wave,Parting Shot,Spirit Break,Porygon2, Eviolite,Download,Ghost,Tri Attack,Eerie Impulse,Recover,Trick Room,Gholdengo, Life Orb,Good as Gold,Normal,Make It Rain,Shadow Ball,Nasty Plot,Protect,Amoonguss, Rocky Helmet,Regenerator,Water,Protect,Spore,Pollen Puff,Rage Powder,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield,Incineroar, Assault Vest,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Snarl,Berkin Dag ,Loss,Marc van de Ven ,Win,Archie Maltman-McAuley ,Loss,Niels de Jong ,Win,Diego Mirandi ,Win,Riccardo Minardi ,Loss,Benjamin van Hoeckel ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/606,https://pokepast.es/040b37f12bdf3f34,3,4
special-utrecht,Oficial,Liam Critcher,UK,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Earth Power,Protect,Tornadus, Focus Sash,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Follow Me,Dazzling Gleam,Helping Hand,Trick Room,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Daniel Bisley ,Win,Alberto Fornaini ,Loss,Munkh-Orgil Munkhbat ,Loss,Alberto Baldi ,Loss,Sven Verhart ,Win,Pascal Hoppenberg ,Win,Pros Leerman ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/613,https://pokepast.es/e75e372d3bbc2ebc,3,4
special-utrecht,Oficial,Scott Servante,UK,Urshifu, Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Close Combat,Wicked Blow,Tornadus, Covert Cloak,Prankster,Steel,Protect,Tailwind,Sunny Day,Bleakwind Storm,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Moonblast,Protect,Glimmora, Power Herb,Toxic Debris,Grass,Spiky Shield,Sludge Bomb,Earth Power,Meteor Beam,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Overheat,Snarl,Heat Wave,Miquel Faustí Cherta Garrido ,Win,Tianyi Chen ,Loss,Sam Tabner ,Loss,Pedro Sánchez ,Win,Caner Caliskaner ,Win,Xavier Vazquez Ripoll ,Loss,Thomas Bacu ,Loss,Alessandro Gulino ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/141,https://pokepast.es/44a6712bffb99c51,3,5
special-utrecht,Oficial,Frank Cordova Centurion,DE,Oranguru, Mental Herb,Inner Focus,Fairy,Instruct,Trick Room,Foul Play,Protect,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Psychic,Trick Room,Helping Hand,Rillaboom, Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,High Horsepower,Wood Hammer,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Earth Power,Hyper Voice,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Incineroar, Safety Goggles,Intimidate,Poison,Fake Out,Flare Blitz,Parting Shot,Throat Chop,Christian Buttram ,Win,Yoel Ramirez Pulido ,Loss,Rick Jongerden ,Loss,Lukas Gwiasda ,Loss,Rhys Davies ,Win,Charl-Pierre Marais ,Win,Michele Trevisan ,Loss,Guillem López ,Loss,Semih Erdogdu ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/201,https://pokepast.es/f4b32dd0697811c6,3,6
special-utrecht,Oficial,Camilo Liberona,CL,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Urshifu, Choice Band,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Sucker Punch,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Earth Power,Hyper Voice,Protect,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Protect,Tailwind,Taunt,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Nasty Plot,Trick Room,Charl-Pierre Marais ,Win,Graham Oxley ,Win,Sam Pickering ,Loss,Mike Reiziger ,Loss,Nick Schrott ,Loss,Timo van der Vliet ,Loss,Pascal Hoppenberg ,Win,Javier López Rodríguez de Guzmán ,Loss,Sigfrido Nuez ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/306,https://pokepast.es/98d347af459089ed,3,6
special-utrecht,Oficial,Robert Schädel,DE,Gouging Fire,Booster Energy,Protosynthesis,Fairy,- Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Kingambit, Safety Goggles,Defiant,Dragon,Iron Head,Kowtow Cleave,Protect,Sucker Punch,Iron Hands, Assault Vest,Quark Drive,Water,Fake Out,Drain Punch,Heavy Slam,Wild Charge,Landorus, Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Imprison,Protect,Tornadus, Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Icy Wind,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me,Rick Jongerden ,Win,Gonzalo Estrada ,Loss,Arthur Glandier ,Loss,James Scoot ,Loss,Gauthier Clanet ,Loss,Severino Santokhi ,Win,Daniel Anselm ,Loss,Evelyne de Groot ,Win,Leon Ahner ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/110,https://pokepast.es/55a1f043f7f2336f,3,6
special-utrecht,Oficial,Sjoerd Haas,NL,Gouging Fire,Booster Energy,Protosynthesis,Grass,Heat Crash,Breaking Swipe,Burning Bulwark,Howl,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Protect,Swords Dance,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Ting-Lu, Clear Amulet,Vessel of Ruin,Poison,Payback,Stomping Tantrum,Heavy Slam,Protect,Gyarados, Rocky Helmet,Intimidate,Ghost,Waterfall,Taunt,Thunder Wave,Protect,Jimmy Nguyen ,Win,Alessandro Finotto ,Loss,Nick Theunis ,Win,Tinashe Jones ,Loss,Lennart Jung ,Loss,Richard Mogyorosi ,Win,Jordi Casado Rejas ,Loss,Alex Saltmarsh ,Loss,Calvin Riekerk ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/585,https://pokepast.es/54892738d35d37c5,3,6
special-utrecht,Oficial,Scott Terry,NL,Incineroar, Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Knock Off,Flare Blitz,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Tera Blast,Porygon2, Eviolite,Download,Ghost,Recover,Trick Room,Tera Blast,Ice Beam,Venusaur, Life Orb,Chlorophyll,Fire,Protect,Earth Power,Sludge Bomb,Giga Drain,Landorus-Therian, Choice Scarf,Intimidate,Flying,Rock Slide,U-turn,Tera Blast,Stomping Tantrum,Torkoal,Charcoal,Drought,Fire,Protect,Helping Hand,Burning Jealousy,Eruption,Ranieri Calderari ,Loss,John Lawrence ,Win,Pros Leerman ,Loss,Rawnie Mills ,Win,ewangely Lima sanches ,Win,James Clough ,Loss,Salvatore Scaraglino ,Loss,Charl-Pierre Marais ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/436,https://pokepast.es/28acba6cb75726fc,3,5
special-utrecht,Oficial,Andrey Sereda,BE,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Moonblast,Power Gem,Heatran, Leftovers,Flash Fire,Fairy,Earth Power,Heat Wave,Flash Cannon,Protect,Baxcalibur, Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Ice Shard,Swords Dance,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Throat Chop,Flare Blitz,Macx Medley ,Win,Víctor García Quintana ,Loss,Federico Paolucci ,Loss,Pascal Hoppenberg ,Win,Jannik Koch ,Loss,Ryan Powney ,Loss,Sander Beljaars ,Loss,Sigfrido Nuez ,Loss,Elena Scuderi ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/547,https://pokepast.es/a27948294bff59f3,3,6
special-utrecht,Oficial,Rhys Davies,UK,Metagross, Assault Vest,Clear Body,Rock,Heavy Slam,Rock Slide,Psychic Fangs,Bullet Punch,Suicune, Wiki Berry,Inner Focus,Grass,Scald,Snarl,Icy Wind,Tailwind,Grimmsnarl, Light Clay,Prankster,Dark,Spirit Break,Sucker Punch,Reflect,Light Screen,Entei, Sitrus Berry,Inner Focus,Grass,Sacred Fire,Protect,Stomping Tantrum,Extreme Speed,Ogerpon,Covert Cloak,Defiant,Grass,Spiky Shield,Taunt,Superpower,Ivy Cudgel,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Nick Mandoeng ,Loss,Luca Breitling-Pause ,Loss,Pavlos Lampropoulos ,Loss,Alessandro Gulino ,Win,Frank Cordova Centurion ,Loss,Ricardo Hogeboom ,Win,Niels Hofman ,Loss,Elena Scuderi ,Win,Dara Vos ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/248,https://pokepast.es/a831b42e5e11f8d7,3,6
special-utrecht,Oficial,Dariush Sprenger,DE,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Tornadus, Rocky Helmet,Prankster,Steel,Protect,Bleakwind Storm,Rain Dance,Tailwind,Incineroar, Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Taunt,Landorus, Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Sandsear Storm,Urshifu, Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Close Combat,Sucker Punch,Adam Cherfaoui ,Loss,Giuseppe Musicco ,Loss,Marcel Blahut ,Loss,Cedric Guillaume ,Win,Laura Kaiser ,Win,Lukas Gwiasda ,Loss,Noah Ebink ,Win,Joris Bongers ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/488,https://pokepast.es/6a800f0b7072bc15,3,5
special-utrecht,Oficial,Marc van de Ven,NL,Farigiraf, Sitrus Berry,Cud Chew,Fairy,- Psychic Noise,Dazzling Gleam,Nasty Plot,Trick Room,Incineroar, Iapapa Berry,Intimidate,Dragon,Fake Out,Flare Blitz,Knock Off,Parting Shot,Ursaluna-Bloodmoon,Throat Spray,Mindâ€™s Eye,Normal,- Blood Moon,Hyper Voice,Earth Power,Protect,Torkoal, Rocky Helmet,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect,Urshifu, Iron Ball,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Davide Carrer ,Loss,Miguel Latorre ,Loss,Thomas Schultz ,Loss,Stijn Beukers ,Loss,Candela Castro Diez ,Win,Wouter Boender ,Win,Arthur Méreur ,Win,Andrea Gozzi ,Loss,Julian Siebenstich ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/313,https://pokepast.es/60ce0d6550d86a64,3,6
special-utrecht,Oficial,Christopher Daoud,UK,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Zapdos-Galar, Choice Scarf,Defiant,Flying,U-turn,Brave Bird,Close Combat,Knock Off,Incineroar, Safety Goggles,Intimidate,Water,Knock Off,Parting Shot,Flare Blitz,Fake Out,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Trick Room,Psychic,Helping Hand,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,Protect,Blood Moon,Hyper Voice,Earth Power,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel,Ciro Barbato ,Loss,Leon Böhnlein ,Win,Tinashe Jones ,Loss,Simon Van der Borght ,Loss,Stijn Beukers ,Loss,Alistair Groves ,Win,Dennis Janssen ,Win,Omar ZIYANI ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/41,https://pokepast.es/a09646bd08cb68f8,3,5
special-utrecht,Oficial,Hugo Aguirre,UK,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Kingambit, Assault Vest,Defiant,Fairy,Assurance,Sucker Punch,Low Kick,Tera Blast,Gholdengo,Metal Coat,Good as Gold,Fairy,Shadow Ball,Make It Rain,Nasty Plot,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Rillaboom,Miracle Seed,Grassy Surge,Grass,Grassy Glide,Wood Hammer,Fake Out,Protect,Tom De Meer ,Win,Francesco Chirico ,Loss,Macx Medley ,Win,Daan Rütten ,Win,Carmine Ragone ,Loss,Kai Wycik ,Loss,Raj Desai ,Loss,Jose Rider Lorenzo ,Loss,Federico Paolucci ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/444,https://pokepast.es/ff42ab792c147f3c,3,6
special-utrecht,Oficial,Arthur Méreur,FR,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Perish Song,Shadow Ball,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Protect,Sucker Punch,Swords Dance,Rillaboom, Assault Vest,Grassy Surge,Fire,High Horsepower,Grassy Glide,Fake Out,Wood Hammer,Gouging Fire,Booster Energy,Protosynthesis,Fairy,- Burning Bulwark,Breaking Swipe,Howl,Heat Crash,Guillem López ,Loss,Nick Holmer ,Loss,Jan Junker ,Win,Semih Erdogdu ,Loss,Marcel Blahut ,Win,Michele Trevisan ,Loss,Marc van de Ven ,Loss,Quinten Sandberg ,Win,Iga Raczyńska ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/75,https://pokepast.es/18260c4a29c65220,3,6
special-utrecht,Oficial,Damir Pasic,DE,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Thunderbolt,Draco Meteor,Snarl,Urshifu, Choice Band,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Poison Jab,Incineroar, Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Taunt,Bleakwind Storm,Rain Dance,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Frans Sikkes ,Loss,Sem van Beelen ,Loss,Sam Plassgård ,Win,Sander Tiggelman ,Loss,Rawnie Mills ,Win,Nico Köller ,Loss,Jip Snoek ,Loss,Julian Siebenstich ,Loss,Mattia Ducale ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/605,https://pokepast.es/1eaf107cae46c550,3,6
special-utrecht,Oficial,Gregory Mohr,DE,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Shadow Ball,Moonblast,Gouging Fire,Clear Amulet,Protosynthesis,Fairy,Howl,Burning Bulwark,Breaking Swipe,Heat Crash,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Rillaboom, Assault Vest,Grassy Surge,Poison,Fake Out,Wood Hammer,Grassy Glide,Stomping Tantrum,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Draco Meteor,Snarl,Protect,Kusha Kanani ,Loss,Tom Winter ,Loss,Tom De Meer ,Win,Andrea Fiorini ,Loss,Benjamin van Hoeckel ,Loss,Kim Kruizinga ,Win,Pedro Sánchez ,Loss,Alistair Groves ,Loss,Cedric Guillaume ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/432,https://pokepast.es/1e8f37afbc38ec77,3,6
special-utrecht,Oficial,Stijn Beukers,NL,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Low Kick,Swords Dance,Torkoal, Choice Specs,Drought,Fire,Eruption,Heat Wave,Weather Ball,Earth Power,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Spiky Shield,Follow Me,Ivy Cudgel,Wood Hammer,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Dazzling Gleam,Trick Room,Gallade, Clear Amulet,Sharpness,Grass,Sacred Sword,Psycho Cut,Trick Room,Wide Guard,Armarouge, Life Orb,Flash Fire,Psychic,Expanding Force,Heat Wave,Trick Room,Protect,Mateus De Moura Pimentel ,Loss,Robbin van den Eijnde ,Loss,BOUCLY Axel ,Loss,Marc van de Ven ,Win,Christopher Daoud ,Win,Vicente Palau Lopez ,Win,Frans Sikkes ,Loss,Cedric Scharf ,Loss,Erik Zwambach ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/328,https://pokepast.es/6a9e2ac9ffb463c6,3,6
special-utrecht,Oficial,Rafa Serrano,ES,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Thunderbolt,Rising Voltage,Draco Meteor,Thundurus, Covert Cloak,Prankster,Dark,Electric Terrain,Sunny Day,Electroweb,Scary Face,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Protect,Substitute,Sludge Bomb,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Mystical Fire,Moonblast,Incineroar, Sitrus Berry,Intimidate,Ghost,Knock Off,Flare Blitz,Fake Out,Parting Shot,Matthias Meier ,Win,Ryosuke Kondo ,Loss,Killian Morice ,Loss,Ciske Slothouber ,Loss,Ricardo Hogeboom ,Win,Salvatore Scaraglino ,Loss,Dominique Z. ,Win,Thomas Schultz ,Loss,Adam Benzoubir ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/68,https://pokepast.es/b131e3f467ec3d82,3,6
special-utrecht,Oficial,Alistair Groves,UK,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Protect,Bleakwind Storm,Rain Dance,Archaludon,Assault Vest,Stamina,Grass,Body Press,Dragon Pulse,Heavy Slam,Electro Shot,Cresselia, Rocky Helmet,Levitate,Steel,Ally Switch,Helping Hand,Lunar Blessing,Ice Beam,Chi-Yu, Life Orb,Beads of Ruin,Ghost,Dark Pulse,Snarl,Protect,Heat Wave,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Rillaboom, Sitrus Berry,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower,Federico Paolucci ,Loss,Alex DellaPasqua ,Loss,Lorenzo Angelicola ,Loss,Noah Ebink ,Loss,Dino Duarte ,Win,Christopher Daoud ,Loss,Ricardo Hogeboom ,Win,Gregory Mohr ,Win,Adria Tam Martinez ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/637,https://pokepast.es/0f4057db3198d520,3,6
