Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6
Regidrago,Dragon Fang,Dragon's Maw,Ghost,Dragon Energy,Draco Meteor,Earth Power,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,High Horsepower,Fake Out,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Focus Blast,Trick,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield,Tornadus,Focus Sash,Prankster,Dragon,Bleakwind Storm,Icy Wind,Tailwind,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Taunt,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Iron Hands,Clear Amulet,Quark Drive,Grass,Close Combat,Wild Charge,Heavy Slam,Fake Out
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Taunt,Icy Wind,Moonblast,Landorus,Life Orb,Sheer Force,Poison,Protect,Substitute,Sludge Bomb,Earth Power,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Wicked Blow,Close Combat,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Draco Meteor,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Extreme Speed,Rock Slide,Flare Blitz,Head Smash,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Calm Mind,Incineroar,Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Fake Out,Parting Shot,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Dragon Pulse,Heavy Slam,Body Press,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Tailwind,Wide Guard,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Clear Smog
Porygon2,Eviolite,Download,Ghost,Tera Blast,Ice Beam,Recover,Trick Room,Incineroar,Safety Goggles,Intimidate,Dragon,Fake Out,Flare Blitz,Helping Hand,Parting Shot,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Araquanid,Clear Amulet,Water Bubble,Grass,Liquidation,Leech Life,Wide Guard,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
Dragonite,Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Stomping Tantrum,Extreme Speed,Tatsugiri,Choice Scarf,Commander,Steel,Draco Meteor,Muddy Water,Icy Wind,Dragon Pulse,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Mortal Spin,Spiky Shield,Dondozo,Rocky Helmet,Unaware,Grass,Wave Crash,Order Up,Earthquake,Protect
Chi-Yu,Choice Specs,Beads of Ruin,Fire,Heat Wave,Dark Pulse,Overheat,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Sunny Day,Tailwind,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield
Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl,Iron Hands,Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Heavy Slam,Fake Out,Tatsugiri,Focus Sash,Commander,Water,Draco Meteor,Muddy Water,Taunt,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Dondozo,Rocky Helmet,Unaware,Steel,Wave Crash,Order Up,Earthquake,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield
Roaring Moon,Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Tailwind,Protect,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Amoonguss,Rocky Helmet,Regenerator,Fairy,Spore,Rage Powder,Pollen Puff,Protect,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl,Grimmsnarl,Light Clay,Prankster,Ghost,Spirit Break,Light Screen,Reflect,Thunder Wave,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,Detect
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Snarl,Electroweb,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Taunt,Protect,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Worry Seed,Rage Powder,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Icy Wind,Dazzling Gleam,Shadow Ball,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Head Smash
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Iron Hands,Clear Amulet,Quark Drive,Grass,Fake Out,Wild Charge,Close Combat,Heavy Slam,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Imprison,Trick Room,Dazzling Gleam,Helping Hand,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Icy Wind
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Tornadus,Rocky Helmet,Prankster,Steel,Taunt,Tailwind,Protect,Bleakwind Storm,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Overheat,Heat Wave,Snarl,Dark Pulse
Gallade,Clear Amulet,Sharpness,Fire,Sacred Sword,Psycho Cut,Trick Room,Wide Guard,Hatterene,Life Orb,Magic Bounce,Fire,Expanding Force,Dazzling Gleam,Trick Room,Protect,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Torkoal,Choice Specs,Drought,Fire,Eruption,Flamethrower,Solar Beam,Earth Power,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Helping Hand,Follow Me,Trick Room
Indeedee-F,Rocky Helmet,Psychic Surge,Fire,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Hatterene,Life Orb,Magic Bounce,Psychic,Dazzling Gleam,Expanding Force,Trick Room,Protect,Ursaluna,Flame Orb,Guts,Normal,Facade,Headlong Rush,Swords Dance,Protect,Gallade,Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Trick Room,Wide Guard,Torkoal,Charcoal,Drought,Fire,Flamethrower,Eruption,Earth Power,Protect,Lilligant-Hisui,Focus Sash,Chlorophyll,Ghost,After You,Close Combat,Solar Blade,Sleep Powder
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Protect,Taunt,Icy Wind,Archaludon,Assault Vest,Stamina,Grass,Body Press,Electro Shot,Heavy Slam,Dragon Pulse,Pelipper,Focus Sash,Drizzle,Flying,Tailwind,Hurricane,Wide Guard,Weather Ball,Amoonguss,Sitrus Berry,Regenerator,Dark,Rage Powder,Protect,Pollen Puff,Spore,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Close Combat,U-turn,Surging Strikes,Aqua Jet,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Icicle Crash,Protect,Glaive Rush,Ice Shard
Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Protect,Iron Head,Ting-Lu,Assault Vest,Vessel of Ruin,Grass,Fissure,Stomping Tantrum,Snarl,Heavy Slam,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Sandsear Storm,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Burning Bulwark,Howl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Grimmsnarl,Covert Cloak,Prankster,Poison,Spirit Break,Light Screen,Thunder Wave,Reflect
Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Gouging Fire,Clear Amulet,Protosynthesis,Grass,Breaking Swipe,Heat Crash,Dragon Dance,Burning Bulwark,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Trick Room,Helping Hand
Incineroar,Safety Goggles,Intimidate,Flying,Flare Blitz,Knock Off,Fake Out,Parting Shot,Cresselia,Rocky Helmet,Levitate,Fairy,Ice Beam,Helping Hand,Lunar Blessing,Trick Room,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Ursaluna,Flame Orb,Guts,Ghost,Facade,Earthquake,Swords Dance,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Protect,Rage Powder
Glimmora,Power Herb,Toxic Debris,Grass,Spiky Shield,Sludge Bomb,Meteor Beam,Earth Power,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Overheat,Snarl,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus,Rocky Helmet,Prankster,Ghost,Tailwind,Protect,Bleakwind Storm,Taunt,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech
Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Snarl,Stomping Tantrum,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Protect,Hyper Voice,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Wood Hammer,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Moonblast,Taunt,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect
Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Calm Mind,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Trick Room,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
Ogerpon,Covert Cloak,Defiant,Grass,Spiky Shield,Follow Me,Ivy Cudgel,Stomping Tantrum,Tatsugiri,Choice Scarf,Commander,Steel,Muddy Water,Sleep Talk,Icy Wind,Draco Meteor,Glimmora,Power Herb,Toxic Debris,Grass,Sludge Bomb,Meteor Beam,Spiky Shield,Mortal Spin,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Sucker Punch,Sacred Sword,Dondozo,Leftovers,Unaware,Grass,Wave Crash,Earthquake,Order Up,Protect,Dragonite,Choice Band,Inner Focus,Normal,Earthquake,Aerial Ace,Extreme Speed,Outrage
Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Taunt,Fake Out,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Registeel,Leftovers,Clear Body,Water,Heavy Slam,Iron Defense,Body Press,Protect,Cresselia,Safety Goggles,Levitate,Fairy,Moonblast,Trick Room,Lunar Blessing,Skill Swap,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Snarl,Dragon Pulse
Iron Bundle,Booster Energy,Quark Drive,Steel,Protect,Freeze-Dry,Icy Wind,Encore,Heatran,Life Orb,Flash Fire,Grass,Protect,Flash Cannon,Heat Wave,Earth Power,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Close Combat,Sucker Punch,Wicked Blow,Spectrier,Throat Spray,Grim Neigh,Fairy,Draining Kiss,Snarl,Taunt,Will-O-Wisp,Farigiraf,Sitrus Berry,Armor Tail,Fire,Hyper Voice,Psychic,Helping Hand,Trick Room,Ogerpon,Rocky Helmet,Defiant,Grass,Spiky Shield,Ivy Cudgel,Stomping Tantrum,Follow Me
Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Flare Blitz,Fake Out,Parting Shot,Latias,Rocky Helmet,Levitate,Steel,Mist Ball,Recover,Draco Meteor,Tailwind,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Spiky Shield,Swords Dance,Clefairy,Eviolite,Friend Guard,Steel,Follow Me,Moonblast,Helping Hand,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect
Kommo-o,Leftovers,Overcoat,Steel,Iron Defense,Protect,Flash Cannon,Body Press,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Snarl,Fake Out,U-turn,Porygon2,Eviolite,Download,Electric,Recover,Trick Room,Tera Blast,Ice Beam,Amoonguss,Rocky Helmet,Regenerator,Water,Clear Smog,Rage Powder,Spore,Pollen Puff,Moltres-Galar,Sitrus Berry,Berserk,Poison,Nasty Plot,Fiery Wrath,Air Slash,Protect,Flutter Mane,Pixie Plate,Protosynthesis,Fairy,Shadow Ball,Moonblast,Protect,Trick Room
Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Tailwind,Protect,Gholdengo,Sitrus Berry,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,Entei,Choice Band,Inner Focus,Fairy,Sacred Fire,Extreme Speed,Stomping Tantrum,Stone Edge,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Grimmsnarl,Light Clay,Prankster,Fire,Spirit Break,Thunder Wave,Reflect,Light Screen,Okidogi,Assault Vest,Guard Dog,Water,Gunk Shot,Drain Punch,Upper Hand,High Horsepower
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Flutter Mane,Booster Energy,Protosynthesis,Water,Moonblast,Icy Wind,Thunder Wave,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Electroweb,Draco Meteor,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Rillaboom,Clear Amulet,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield
Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Gallade,Clear Amulet,Sharpness,Fire,Psycho Cut,Sacred Sword,Upper Hand,Trick Room,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Swords Dance,Protect,Urshifu,Choice Scarf,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Taunt,Hatterene,Life Orb,Magic Bounce,Fire,Expanding Force,Dazzling Gleam,Trick Room,Protect
Farigiraf,Sitrus Berry,Armor Tail,Fairy,Trick Room,Psychic,Hyper Voice,Helping Hand,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Protect,Icy Wind,Bleakwind Storm,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Protect,Blood Moon,Iron Hands,Clear Amulet,Quark Drive,Fire,Wild Charge,Heavy Slam,Fake Out,Close Combat,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Follow Me,Spiky Shield,Wood Hammer
Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Encore,Beat Up,Dazzling Gleam,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psyshock,Protect,Trick Room,Chi-Yu,Choice Specs,Beads of Ruin,Grass,Heat Wave,Overheat,Dark Pulse,Snarl,Torkoal,Rocky Helmet,Drought,Fire,Eruption,Helping Hand,Fissure,Heat Wave,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Protect,Terrakion,Covert Cloak,Justified,Grass,Rock Slide,Close Combat,Upper Hand,Protect
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Registeel,Leftovers,Clear Body,Fairy,Heavy Slam,Body Press,Iron Defense,Protect,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Flare Blitz,Snarl,Parting Shot,Cresselia,Safety Goggles,Levitate,Poison,Ice Beam,Skill Swap,Trick Room,Lunar Blessing,Okidogi,Assault Vest,Guard Dog,Grass,Drain Punch,Gunk Shot,Upper Hand,Knock Off,Flutter Mane,Choice Specs,Protosynthesis,Steel,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
Whimsicott,Covert Cloak,Prankster,Steel,Moonblast,Tailwind,Encore,Light Screen,Archaludon,Assault Vest,Stamina,Water,Flash Cannon,Breaking Swipe,Body Press,Snarl,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Taunt,Protect,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Flare Blitz,Extreme Speed,Tera Blast,Ninetales-Alola,Life Orb,Snow Warning,Ice,Blizzard,Freeze-Dry,Dazzling Gleam,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Draco Meteor,Tera Blast,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Protect,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Gholdengo,Metal Coat,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect
Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Tera Blast,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Kingambit,Black Glasses,Defiant,Fairy,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Iron Jugulis,Booster Energy,Quark Drive,Poison,Air Slash,Snarl,Protect,Tailwind
Heatran,Assault Vest,Flash Fire,Fairy,Magma Storm,Flash Cannon,Earth Power,Tera Blast,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Calm Mind,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Amoonguss,Rocky Helmet,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Swords Dance,Ice Shard,Protect,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
Pelipper,Focus Sash,Drizzle,Stellar,Weather Ball,Hurricane,Tailwind,Wide Guard,Amoonguss,Rocky Helmet,Regenerator,Steel,Pollen Puff,Protect,Rage Powder,Spore,Archaludon,Assault Vest,Stamina,Grass,Electro Shot,Dragon Pulse,Body Press,Heavy Slam,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,U-turn,Ice Spinner,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Flare Blitz,Fake Out
Landorus,Life Orb,Sheer Force,Steel,Protect,Substitute,Sludge Bomb,Earth Power,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel,Urshifu,Focus Sash,Unseen Fist,Dark,Protect,Sucker Punch,Close Combat,Wicked Blow,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Dragon Pulse,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Taunt,Icy Wind,Moonblast,Entei,Sitrus Berry,Inner Focus,Grass,Protect,Stomping Tantrum,Extreme Speed,Sacred Fire
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Taunt,Protect,Icy Wind,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sandsear Storm,Sludge Bomb,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Chi-Yu,Choice Specs,Beads of Ruin,Fire,Heat Wave,Overheat,Snarl,Dark Pulse
Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Iron Head,Stomping Tantrum,Extreme Speed,Tornadus,Mental Herb,Prankster,Ghost,Rain Dance,Sunny Day,Tailwind,Bleakwind Storm,Bronzong,Leftovers,Levitate,Water,Protect,Skill Swap,Body Press,Iron Defense,Urshifu,Choice Band,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Poison Jab,U-turn,Landorus,Life Orb,Sheer Force,Poison,Protect,Psychic,Sludge Bomb,Sandsear Storm,Flutter Mane,Choice Specs,Protosynthesis,Water,Dazzling Gleam,Shadow Ball,Icy Wind,Moonblast
Iron Hands,Clear Amulet,Quark Drive,Fire,Fake Out,Wild Charge,Close Combat,Heavy Slam,Farigiraf,Sitrus Berry,Armor Tail,Fire,Dazzling Gleam,Trick Room,Helping Hand,Psychic,Tornadus,Rocky Helmet,Prankster,Ghost,Tailwind,Bleakwind Storm,Taunt,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Stomping Tantrum,Spiky Shield,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Protect,Hyper Voice,Blood Moon,Earth Power,Urshifu,Focus Sash,Unseen Fist,Stellar,Wicked Blow,Sucker Punch,Close Combat,Detect
Porygon2,Eviolite,Download,Ghost,Tera Blast,Ice Beam,Recover,Trick Room,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Incineroar,Safety Goggles,Intimidate,Dragon,Fake Out,Flare Blitz,Helping Hand,Parting Shot,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Araquanid,Clear Amulet,Water Bubble,Grass,Liquidation,Leech Life,Wide Guard,Protect
