"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Zhe Zhang","Pao Prio","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Zhe Zhang","Pao Prio","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Zhe Zhang","Pao Prio","Horn Leech"
"Tornadus","Covert Cloak","Prankster","Dark","regional-charlotte","Aaron Clemons","Psyspam Offense","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Dark","regional-charlotte","Aaron Clemons","Psyspam Offense","Tailwind"
"Tornadus","Covert Cloak","Prankster","Dark","regional-charlotte","Aaron Clemons","Psyspam Offense","Icy Wind"
"Tornadus","Covert Cloak","Prankster","Dark","regional-charlotte","Aaron Clemons","Psyspam Offense","Rain Dance"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Aaron Clemons","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Aaron Clemons","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Aaron Clemons","Psyspam Offense","Calm Mind"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Aaron Clemons","Psyspam Offense","Protect"
"Ursaluna","Flame Orb","Guts","Ghost","regional-charlotte","Aaron Clemons","Psyspam Offense","Facade"
"Ursaluna","Flame Orb","Guts","Ghost","regional-charlotte","Aaron Clemons","Psyspam Offense","Earthquake"
"Ursaluna","Flame Orb","Guts","Ghost","regional-charlotte","Aaron Clemons","Psyspam Offense","Headlong Rush"
"Ursaluna","Flame Orb","Guts","Ghost","regional-charlotte","Aaron Clemons","Psyspam Offense","Protect"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-charlotte","Aaron Clemons","Psyspam Offense","Dazzling Gleam"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-charlotte","Aaron Clemons","Psyspam Offense","Follow Me"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-charlotte","Aaron Clemons","Psyspam Offense","Trick Room"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-charlotte","Aaron Clemons","Psyspam Offense","Imprison"
"Urshifu-Rapid-Strike","Choice Band","Unseen Fist","Water","regional-charlotte","Aaron Clemons","Psyspam Offense","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Band","Unseen Fist","Water","regional-charlotte","Aaron Clemons","Psyspam Offense","Close Combat"
"Urshifu-Rapid-Strike","Choice Band","Unseen Fist","Water","regional-charlotte","Aaron Clemons","Psyspam Offense","U-turn"
"Urshifu-Rapid-Strike","Choice Band","Unseen Fist","Water","regional-charlotte","Aaron Clemons","Psyspam Offense","Ice Spinner"
"Zapdos-Galar","Choice Scarf","Defiant","Fire","regional-charlotte","Aaron Clemons","Psyspam Offense","Brave Bird"
"Zapdos-Galar","Choice Scarf","Defiant","Fire","regional-charlotte","Aaron Clemons","Psyspam Offense","Thunderous Kick"
"Zapdos-Galar","Choice Scarf","Defiant","Fire","regional-charlotte","Aaron Clemons","Psyspam Offense","Close Combat"
"Zapdos-Galar","Choice Scarf","Defiant","Fire","regional-charlotte","Aaron Clemons","Psyspam Offense","U-turn"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Davide Aondio","Psyspam Offense","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Davide Aondio","Psyspam Offense","Wood Hammer"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Davide Aondio","Psyspam Offense","Follow Me"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Davide Aondio","Psyspam Offense","Spiky Shield"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-dortmund","Davide Aondio","Psyspam Offense","Dazzling Gleam"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-dortmund","Davide Aondio","Psyspam Offense","Follow Me"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-dortmund","Davide Aondio","Psyspam Offense","Helping Hand"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-dortmund","Davide Aondio","Psyspam Offense","Trick Room"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Dragon Energy"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Draco Meteor"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Tera Blast"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Tera Blast"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Protect"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Davide Aondio","Psyspam Offense","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Davide Aondio","Psyspam Offense","U-turn"
"Tornadus","Focus Sash","Prankster","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Bleakwind Storm"
"Tornadus","Focus Sash","Prankster","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Tailwind"
"Tornadus","Focus Sash","Prankster","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Rain Dance"
"Tornadus","Focus Sash","Prankster","Steel","regional-dortmund","Davide Aondio","Psyspam Offense","Protect"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Edward Solarte","Psyspam Offense","Moonblast"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Edward Solarte","Psyspam Offense","Dazzling Gleam"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Edward Solarte","Psyspam Offense","Shadow Ball"
"Flutter Mane","Focus Sash","Protosynthesis","Fairy","regional-liverpool","Edward Solarte","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Tera Blast"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Protect"
"Indeedee-F","Psychic Seed","Psychic Surge","Dragon","regional-liverpool","Edward Solarte","Psyspam Offense","Psychic"
"Indeedee-F","Psychic Seed","Psychic Surge","Dragon","regional-liverpool","Edward Solarte","Psyspam Offense","Helping Hand"
"Indeedee-F","Psychic Seed","Psychic Surge","Dragon","regional-liverpool","Edward Solarte","Psyspam Offense","Follow Me"
"Indeedee-F","Psychic Seed","Psychic Surge","Dragon","regional-liverpool","Edward Solarte","Psyspam Offense","Trick Room"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Spiky Shield"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Edward Solarte","Psyspam Offense","Follow Me"
"Incineroar","Sitrus Berry","Intimidate","Grass","regional-liverpool","Edward Solarte","Psyspam Offense","Fake Out"
"Incineroar","Sitrus Berry","Intimidate","Grass","regional-liverpool","Edward Solarte","Psyspam Offense","Parting Shot"
"Incineroar","Sitrus Berry","Intimidate","Grass","regional-liverpool","Edward Solarte","Psyspam Offense","Flare Blitz"
"Incineroar","Sitrus Berry","Intimidate","Grass","regional-liverpool","Edward Solarte","Psyspam Offense","Helping Hand"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-liverpool","Edward Solarte","Psyspam Offense","Wicked Blow"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-liverpool","Edward Solarte","Psyspam Offense","Close Combat"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-liverpool","Edward Solarte","Psyspam Offense","Sucker Punch"
"Urshifu","Choice Band","Unseen Fist","Dark","regional-liverpool","Edward Solarte","Psyspam Offense","U-turn"
"Chi-Yu","Life Orb","Beads of Ruin","Ghost","regional-charlotte","Ethan Trejo","Psyspam Offense","Snarl"
"Chi-Yu","Life Orb","Beads of Ruin","Ghost","regional-charlotte","Ethan Trejo","Psyspam Offense","Heat Wave"
"Chi-Yu","Life Orb","Beads of Ruin","Ghost","regional-charlotte","Ethan Trejo","Psyspam Offense","Dark Pulse"
"Chi-Yu","Life Orb","Beads of Ruin","Ghost","regional-charlotte","Ethan Trejo","Psyspam Offense","Protect"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ethan Trejo","Psyspam Offense","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ethan Trejo","Psyspam Offense","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ethan Trejo","Psyspam Offense","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-charlotte","Ethan Trejo","Psyspam Offense","Icy Wind"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Ethan Trejo","Psyspam Offense","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Ethan Trejo","Psyspam Offense","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Ethan Trejo","Psyspam Offense","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-charlotte","Ethan Trejo","Psyspam Offense","Detect"
"Indeedee-F","Rocky Helmet","Psychic Surge","Grass","regional-charlotte","Ethan Trejo","Psyspam Offense","Follow Me"
"Indeedee-F","Rocky Helmet","Psychic Surge","Grass","regional-charlotte","Ethan Trejo","Psyspam Offense","Dazzling Gleam"
"Indeedee-F","Rocky Helmet","Psychic Surge","Grass","regional-charlotte","Ethan Trejo","Psyspam Offense","Imprison"
"Indeedee-F","Rocky Helmet","Psychic Surge","Grass","regional-charlotte","Ethan Trejo","Psyspam Offense","Trick Room"
"Tornadus","Safety Goggles","Prankster","Steel","regional-charlotte","Ethan Trejo","Psyspam Offense","Bleakwind Storm"
"Tornadus","Safety Goggles","Prankster","Steel","regional-charlotte","Ethan Trejo","Psyspam Offense","Sunny Day"
"Tornadus","Safety Goggles","Prankster","Steel","regional-charlotte","Ethan Trejo","Psyspam Offense","Tailwind"
"Tornadus","Safety Goggles","Prankster","Steel","regional-charlotte","Ethan Trejo","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Ethan Trejo","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Ethan Trejo","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Ethan Trejo","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Psychic","regional-charlotte","Ethan Trejo","Psyspam Offense","Calm Mind"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-liverpool","Kylian Duquesne","Psyspam Offense","Follow Me"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-liverpool","Kylian Duquesne","Psyspam Offense","Psychic"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-liverpool","Kylian Duquesne","Psyspam Offense","Helping Hand"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","regional-liverpool","Kylian Duquesne","Psyspam Offense","Trick Room"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","special-utrecht","Kylian Duquesne","Psyspam Offense","Follow Me"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","special-utrecht","Kylian Duquesne","Psyspam Offense","Psychic"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","special-utrecht","Kylian Duquesne","Psyspam Offense","Helping Hand"
"Indeedee-F","Rocky Helmet","Psychic Surge","Fairy","special-utrecht","Kylian Duquesne","Psyspam Offense","Trick Room"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-liverpool","Kylian Duquesne","Psyspam Offense","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-liverpool","Kylian Duquesne","Psyspam Offense","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-liverpool","Kylian Duquesne","Psyspam Offense","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","regional-liverpool","Kylian Duquesne","Psyspam Offense","Detect"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Kylian Duquesne","Psyspam Offense","Wicked Blow"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Kylian Duquesne","Psyspam Offense","Sucker Punch"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Kylian Duquesne","Psyspam Offense","Close Combat"
"Urshifu","Focus Sash","Unseen Fist","Dark","special-utrecht","Kylian Duquesne","Psyspam Offense","Detect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Swords Dance"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Spiky Shield"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Spiky Shield"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Kylian Duquesne","Psyspam Offense","Sandsear Storm"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Kylian Duquesne","Psyspam Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Kylian Duquesne","Psyspam Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Kylian Duquesne","Psyspam Offense","Protect"
"Landorus","Life Orb","Sheer Force","Poison","special-utrecht","Kylian Duquesne","Psyspam Offense","Sandsear Storm"
"Landorus","Life Orb","Sheer Force","Poison","special-utrecht","Kylian Duquesne","Psyspam Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","special-utrecht","Kylian Duquesne","Psyspam Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","special-utrecht","Kylian Duquesne","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Tera Blast"
"Iron Crown","Booster Energy","Quark Drive","Water","regional-liverpool","Kylian Duquesne","Psyspam Offense","Protect"
"Iron Crown","Booster Energy","Quark Drive","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Expanding Force"
"Iron Crown","Booster Energy","Quark Drive","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Tachyon Cutter"
"Iron Crown","Booster Energy","Quark Drive","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Tera Blast"
"Iron Crown","Booster Energy","Quark Drive","Water","special-utrecht","Kylian Duquesne","Psyspam Offense","Protect"
"Tornadus","Covert Cloak","Prankster","Steel","regional-liverpool","Kylian Duquesne","Psyspam Offense","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","regional-liverpool","Kylian Duquesne","Psyspam Offense","Rain Dance"
"Tornadus","Covert Cloak","Prankster","Steel","regional-liverpool","Kylian Duquesne","Psyspam Offense","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-liverpool","Kylian Duquesne","Psyspam Offense","Icy Wind"
"Tornadus","Covert Cloak","Prankster","Steel","special-utrecht","Kylian Duquesne","Psyspam Offense","Bleakwind Storm"
"Tornadus","Covert Cloak","Prankster","Steel","special-utrecht","Kylian Duquesne","Psyspam Offense","Rain Dance"
"Tornadus","Covert Cloak","Prankster","Steel","special-utrecht","Kylian Duquesne","Psyspam Offense","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","special-utrecht","Kylian Duquesne","Psyspam Offense","Icy Wind"
"Gyarados","Safety Goggles","Intimidate","Ghost","regional-knoxville","Martin Villegas","Psyspam Offense","Waterfall"
"Gyarados","Safety Goggles","Intimidate","Ghost","regional-knoxville","Martin Villegas","Psyspam Offense","Protect"
"Gyarados","Safety Goggles","Intimidate","Ghost","regional-knoxville","Martin Villegas","Psyspam Offense","Thunder Wave"
"Gyarados","Safety Goggles","Intimidate","Ghost","regional-knoxville","Martin Villegas","Psyspam Offense","Taunt"
"Tornadus","Covert Cloak","Prankster","Steel","regional-knoxville","Martin Villegas","Psyspam Offense","Sunny Day"
"Tornadus","Covert Cloak","Prankster","Steel","regional-knoxville","Martin Villegas","Psyspam Offense","Tailwind"
"Tornadus","Covert Cloak","Prankster","Steel","regional-knoxville","Martin Villegas","Psyspam Offense","Protect"
"Tornadus","Covert Cloak","Prankster","Steel","regional-knoxville","Martin Villegas","Psyspam Offense","Bleakwind Storm"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","regional-knoxville","Martin Villegas","Psyspam Offense","Dragon Energy"
